İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202506-10050;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;2.6;47.1;0.881;0.0;0.0;3.013;34.2;MUSTAFA ŞAHİN;OPR-1003;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;42;6175;92.62;3;575;8.62;1;1;1;1;47.1;0.9;50;47.88;69.64;91.33;30.46
WO-202506-10051;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;3.7;42.5;0.666;1.429;0.0;1.376;88.0;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;49;7268;181.7;4;682;17.05;1;1;1;1;42.5;0.7;90;21.68;100.0;94.35;20.46
WO-202506-10052;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;2.2;28.3;0.488;0.0;0.0;0.693;89.6;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;25;3725;93.12;2;325;8.12;1;1;1;1;28.3;0.5;90;17.4;99.5;93.51;16.19
WO-202506-10053;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;4.8;42.0;0.845;0.0;0.0;4.036;50.6;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;49;12240;183.6;5;1260;18.9;1;1;1;1;42.0;0.8;50;70.51;100.0;85.63;60.38
WO-202506-10054;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;0.0;10.0;1.467;0.0;0.0;0.684;13.4;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;10;548;52.06;0;52;4.94;1;1;1;1;10.0;1.5;30;29.71;47.33;86.66;12.19
WO-202506-10055;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;2.7;46.6;1.558;0.0;0.0;2.702;17.6;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;48;2856;271.32;3;204;19.38;1;1;1;1;46.6;1.6;30;54.25;58.8;95.9;30.59
WO-202506-10056;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;0.0;12.0;0.636;0.689;0.0;0.405;44.1;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;11;1072;16.08;0;28;0.42;1;1;1;1;12.0;0.6;50;10.97;98.49;94.68;10.23
WO-202506-10057;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;4.5;47.3;0.857;1.336;0.0;1.819;28.5;ALİ KAYA;OPR-1005;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;52;3106;46.59;5;314;4.71;1;1;1;1;47.3;0.9;50;37.57;50.52;92.59;17.57
WO-202506-10058;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;3.1;49.6;0.247;0.0;0.0;2.592;102.9;MUSTAFA ŞAHİN;OPR-1003;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;53;16008;128.06;3;1072;8.58;1;1;1;1;49.6;0.2;130;32.19;69.75;93.82;21.07
WO-202506-10059;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;1.1;20.8;0.793;0.0;0.0;2.259;29.7;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;21;4030;60.45;1;370;5.55;1;1;1;1;20.8;0.8;45;37.94;67.18;89.46;22.8
WO-202506-10060;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;1.0;51.4;0.681;0.0;0.0;35.521;25.4;ALİ KAYA;OPR-1005;2025;6;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;FO-SM-9;Fiber Optik Single Mode;55;54050;810.75;1;1950;29.25;1;1;1;1;51.4;0.7;50;100.0;49.02;91.96;45.08
WO-202506-10061;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;2.6;49.3;0.77;0.0;0.527;1.038;72.1;OSMAN YILDIZ;OPR-2002;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;45;4488;89.76;3;312;6.24;1;1;1;1;49.3;0.8;110;24.73;71.22;91.08;16.04
WO-202506-10062;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.9;41.4;0.273;0.0;0.0;1.335;101.3;MUSTAFA ŞAHİN;OPR-1003;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;41;8119;64.95;1;281;2.25;1;1;1;1;41.4;0.3;130;20.34;68.51;95.18;13.26
WO-202506-10063;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;0.0;11.2;0.907;0.0;0.0;0.639;18.9;OSMAN YILDIZ;OPR-2002;2025;6;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;CU-ETP;Elektrolitik Bakır;10;725;10.88;0;75;1.12;1;1;1;1;11.2;0.9;40;21.25;47.33;89.02;8.95
WO-202506-10064;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;1.8;36.4;0.788;0.0;0.0;1.611;96.9;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;38;9372;187.44;2;628;12.56;1;1;1;1;36.4;0.8;110;27.06;90.88;93.89;23.09
WO-202506-10065;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;1.1;45.6;0.207;0.0;0.0;1.762;131.7;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;46;13918;111.34;1;417;3.34;1;1;1;1;45.6;0.2;130;21.79;95.56;99.97;20.82
WO-202506-10066;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;0.0;13.4;0.838;0.0;0.0;1.574;36.9;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;CU-ETP;Elektrolitik Bakır;12;3482;52.23;0;178;2.67;1;1;1;1;13.4;0.8;40;33.35;93.79;94.5;29.55
WO-202506-10067;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;2.6;52.8;0.81;0.0;0.827;3.866;38.8;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;46;9005;135.07;3;795;11.92;1;1;1;1;52.8;0.8;45;48.84;94.08;91.22;41.91
WO-202506-10068;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;2.2;35.1;0.846;0.0;0.0;1.429;44.7;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;39;3835;57.52;2;265;3.97;1;1;1;1;35.1;0.8;40;26.49;100.0;94.33;24.99
WO-202506-10069;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;2.6;47.5;0.645;0.0;0.0;1.525;87.3;HASAN AYDIN;OPR-2003;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;54;7986;199.65;3;564;14.1;1;1;1;1;47.5;0.6;90;23.65;100.0;93.57;22.13
WO-202506-10070;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;1.0;25.5;0.791;0.0;0.0;0.832;77.0;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;CU-ETP;Elektrolitik Bakır;26;3846;96.15;1;204;5.1;1;1;1;1;25.5;0.8;80;23.04;92.04;97.0;20.57
WO-202506-10071;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;1.0;28.3;0.579;0.0;0.0;0.667;78.2;MEHMET DEMİR;OPR-1002;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;CU-ETP;Elektrolitik Bakır;32;3131;78.28;1;169;4.23;1;1;1;1;28.3;0.6;90;15.72;83.46;98.48;12.92
WO-202506-10072;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;7.4;55.2;0.563;0.0;0.0;5.199;16.9;OSMAN YILDIZ;OPR-2002;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;AL-1350;Alüminyum Alaşım;53;5280;79.2;7;720;10.8;1;1;1;1;55.2;0.6;40;65.02;44.22;89.06;25.6
WO-202506-10073;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;2.1;55.0;0.292;0.0;0.0;2.384;101.6;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;Elektrolitik Bakır;49;14528;116.22;2;772;6.18;1;1;1;1;55.0;0.3;120;38.27;80.71;94.41;29.16
WO-202506-10074;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;1.0;13.0;1.463;0.0;0.0;0.967;12.0;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;12;696;66.12;1;84;7.98;1;1;1;1;13.0;1.5;30;35.73;38.46;87.15;11.97
WO-202506-10075;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.9;18.2;0.519;0.0;0.0;0.302;131.0;MEHMET DEMİR;OPR-1002;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;AL-1350;Alüminyum Alaşım;16;2371;18.97;1;179;1.43;1;1;1;1;18.2;0.5;130;9.88;100.0;95.41;9.43
WO-202506-10076;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;0.0;10.2;0.455;0.34;0.0;0.84;50.4;HÜSEYİN ÇELİK;OPR-1004;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;CU-ETP;Elektrolitik Bakır;9;2539;38.09;0;161;2.42;1;1;1;1;10.2;0.5;45;17.05;100.0;93.87;16.0
WO-202506-10077;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;0.0;9.3;0.642;0.0;0.0;0.432;36.1;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;10;935;14.03;0;65;0.97;1;1;1;1;9.3;0.6;40;15.17;99.71;91.32;13.81
WO-202506-10078;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.1;15.5;0.807;0.0;0.0;0.644;71.9;SÜLEYMAN KOÇ;OPR-2005;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;AL-1350;Alüminyum Alaşım;14;2778;69.45;1;222;5.55;1;1;1;1;15.5;0.8;90;15.52;73.19;93.71;10.65
WO-202506-10079;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;0.9;22.3;0.448;0.0;0.0;1.082;78.8;OSMAN YILDIZ;OPR-2002;2025;6;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;CU-ETP;Elektrolitik Bakır;26;5120;40.96;1;280;2.24;1;1;1;1;22.3;0.4;120;15.78;57.37;91.09;8.25
WO-202506-10080;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;3.0;28.3;0.244;0.0;0.623;0.39;106.7;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;25;2499;19.99;3;301;2.41;1;1;1;1;28.3;0.2;130;7.35;90.26;92.56;6.14
WO-202506-10081;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.2;45.8;1.571;0.0;0.0;3.149;14.4;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;CU-ETP;Elektrolitik Bakır;46;2718;258.21;2;162;15.39;1;1;1;1;45.8;1.6;30;64.59;42.58;96.9;26.65
WO-202506-10082;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;3.4;35.2;0.469;0.0;0.0;1.833;21.2;MEHMET DEMİR;OPR-1002;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;39;2328;34.92;3;192;2.88;1;1;1;1;35.2;0.5;40;29.79;53.55;92.96;14.83
WO-202506-10083;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;1.1;39.3;0.41;0.0;0.0;1.662;88.3;MUSTAFA ŞAHİN;OPR-1003;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;45;8810;70.48;1;390;3.12;1;1;1;1;39.3;0.4;120;24.36;77.88;91.03;17.27
WO-202506-10084;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;3.3;52.3;0.55;1.613;0.0;2.268;36.3;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;50;4935;74.02;3;365;5.47;1;1;1;1;52.3;0.5;45;36.19;74.47;92.67;24.98
WO-202506-10085;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;1.0;18.7;0.512;0.0;0.454;0.56;141.0;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;19;4738;37.9;1;262;2.1;1;1;1;1;18.7;0.5;130;13.72;94.14;96.4;12.45
WO-202506-10086;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;3.1;30.7;1.503;0.0;0.0;1.667;19.6;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;33;1955;185.72;3;205;19.48;1;1;1;1;30.7;1.5;30;36.19;62.08;90.41;20.31
WO-202506-10087;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;0.0;32.1;0.523;0.0;0.0;0.554;131.6;İSMAİL ÖZDEMİR;OPR-2001;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;30;4376;35.01;0;124;0.99;1;1;1;1;32.1;0.5;130;11.94;100.0;99.89;11.93
WO-202506-10088;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;0.0;8.8;0.651;0.0;0.0;0.293;62.9;ALİ KAYA;OPR-1005;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;8;1105;27.62;0;95;2.38;1;1;1;1;8.8;0.7;80;12.37;72.27;87.76;7.85
WO-202506-10089;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;2.1;23.9;1.405;0.0;0.0;1.791;15.6;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;AL-1350;Alüminyum Alaşım;28;1677;159.31;2;123;11.69;1;1;1;1;23.9;1.4;30;37.97;52.38;93.46;18.59
WO-202506-10090;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;2.7;60.1;0.551;0.0;0.0;5.557;31.5;HÜSEYİN ÇELİK;OPR-1004;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;53;10509;157.63;3;691;10.37;1;1;1;1;60.1;0.6;40;78.64;75.51;92.53;54.94
WO-202506-10091;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;0.9;26.3;0.191;0.0;0.0;0.48;85.6;OSMAN YILDIZ;OPR-2002;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;25;2464;19.71;1;136;1.09;1;1;1;1;26.3;0.2;130;6.96;59.9;91.27;3.81
WO-202506-10092;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;0.9;19.1;0.665;1.545;0.0;0.598;47.7;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;AL-1350;Alüminyum Alaşım;18;1712;25.68;1;188;2.82;1;1;1;1;19.1;0.7;45;16.15;100.0;92.99;15.02
WO-202506-10093;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.9;52.4;0.525;0.0;0.0;0.862;138.0;İSMAİL ÖZDEMİR;OPR-2001;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;CU-ETP;Elektrolitik Bakır;48;7137;57.1;1;213;1.7;1;1;1;1;52.4;0.5;130;16.7;91.8;94.53;14.49
WO-202506-10094;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;0.0;9.2;0.686;0.0;0.0;0.421;43.0;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;8;1087;16.3;0;113;1.69;1;1;1;1;9.2;0.7;45;15.97;92.84;86.14;12.77
WO-202506-10095;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;1.0;20.1;0.491;0.0;0.547;0.472;133.5;AHMET YILMAZ;OPR-1001;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;CU-ETP;Elektrolitik Bakır;19;3783;30.26;1;217;1.74;1;1;1;1;20.1;0.5;130;10.87;90.6;89.61;8.83
WO-202506-10096;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;1.0;38.0;0.433;0.0;0.0;1.225;123.6;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;CU-ETP;Elektrolitik Bakır;37;9084;72.67;1;416;3.33;1;1;1;1;38.0;0.4;120;22.95;100.0;92.48;21.23
WO-202506-10097;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;İZOLASYON EKSTRÜZYON;0.0;13.1;0.853;0.0;0.0;0.567;83.7;HASAN AYDIN;OPR-2003;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;CU-ETP;Elektrolitik Bakır;15;2847;71.17;0;153;3.83;1;1;1;1;13.1;0.9;90;20.93;91.63;94.84;18.19
WO-202506-10098;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;1.7;34.8;0.459;0.0;0.0;1.473;104.9;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;AL-1350;Alüminyum Alaşım;38;9267;74.14;2;733;5.86;1;1;1;1;34.8;0.5;130;25.58;88.97;93.89;21.37
WO-202506-10099;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.9;42.5;0.325;0.416;0.0;0.729;100.0;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;CU-ETP;Elektrolitik Bakır;44;4376;35.01;2;224;1.79;1;1;1;1;42.5;0.3;120;11.2;84.41;91.75;8.67
WO-202506-10100;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;2.1;20.7;0.764;0.0;0.0;0.886;65.5;SÜLEYMAN KOÇ;OPR-2005;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;AL-1350;Alüminyum Alaşım;24;3481;87.03;2;419;10.48;1;1;1;1;20.7;0.8;80;18.55;91.45;92.32;15.66
WO-202506-10101;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;2.0;22.9;0.609;0.0;0.0;1.955;42.4;HÜSEYİN ÇELİK;OPR-1004;2025;6;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;AL-1350;Alüminyum Alaşım;25;4968;74.52;2;432;6.48;1;1;1;1;22.9;0.6;40;30.28;100.0;90.64;27.45
