İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202506-10047;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;0.0;12.1;1.016;0.0;0.0;0.0;0.379;46.4;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;11;1054;15.81;0;46;0.69;1;1;1;1;12.1;1.0;50;;;16.62;86.88;95.49;13.79
WO-202506-10048;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;1.1;41.0;0.495;0.0;0.0;0.0;1.701;134.4;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;46;13720;109.76;1;380;3.04;1;1;1;1;41.0;0.5;120;;;28.43;100.0;98.03;27.87
WO-202506-10049;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;4.4;51.3;0.897;0.0;0.0;0.0;1.864;28.3;ALİ KAYA;OPR-1005;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;53;3167;47.5;4;253;3.79;1;1;1;1;51.3;0.9;50;;;33.84;53.23;91.66;16.51
WO-202506-10050;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;1.0;25.1;0.816;0.0;0.0;0.0;0.834;75.3;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;26;3769;94.23;1;281;7.03;1;1;1;1;25.1;0.8;80;;;20.13;85.45;93.14;16.02
WO-202506-10051;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;3.0;49.7;0.472;0.0;0.0;0.0;2.438;97.3;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;48;14226;113.81;3;1074;8.59;1;1;1;1;49.7;0.5;120;;;33.95;71.72;93.38;22.74
WO-202506-10052;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;1.1;11.9;0.928;0.0;0.0;0.0;1.707;32.7;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;11;3347;50.2;1;313;4.69;1;1;1;1;11.9;0.9;40;;;34.12;70.14;89.99;21.54
WO-202506-10053;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;3.2;41.3;1.074;0.0;0.0;0.0;1.032;71.3;OSMAN YILDIZ;OPR-2002;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;45;4414;88.28;3;386;7.72;1;1;1;1;41.3;1.1;110;;;24.98;68.03;88.5;15.04
WO-202506-10054;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;4.7;44.3;1.045;0.0;0.0;0.0;1.114;74.9;HASAN AYDIN;OPR-2003;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;51;5006;125.15;5;594;14.85;1;1;1;1;44.3;1.0;90;;;23.49;88.89;88.94;18.57
WO-202506-10055;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.2;51.1;0.514;0.0;0.0;0.0;2.608;104.3;MUSTAFA ŞAHİN;OPR-1003;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;54;16326;130.61;2;754;6.03;1;1;1;1;51.1;0.5;130;;;34.48;69.5;96.54;23.13
WO-202506-10056;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;1.0;41.9;0.323;0.0;0.0;0.0;1.744;131.8;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;46;13795;110.36;1;540;4.32;1;1;1;1;41.9;0.3;130;;;22.53;89.26;94.14;18.93
WO-202506-10057;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;0.0;11.4;0.817;0.0;1.238;0.0;0.702;17.3;OSMAN YILDIZ;OPR-2002;2025;6;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;CU-ETP;Elektrolitik Bakır;10;730;10.95;0;70;1.05;1;1;1;1;11.4;0.8;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);19.23;44.89;88.97;7.68
WO-202506-10058;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.9;14.8;0.504;0.0;0.0;0.0;0.292;130.2;MEHMET DEMİR;OPR-1002;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;16;2281;18.25;1;269;2.15;1;1;1;1;14.8;0.5;130;;;9.69;93.37;88.36;7.99
WO-202506-10059;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;0.9;13.2;2.043;0.0;0.0;0.0;0.8;14.3;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;12;687;65.27;1;93;8.84;1;1;1;1;13.2;2.0;30;;;31.12;51.34;85.05;13.59
WO-202506-10060;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;3.1;46.0;0.463;0.0;0.0;0.0;1.944;117.3;MEHMET DEMİR;OPR-1002;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;45;13677;109.42;3;963;7.7;1;1;1;1;46.0;0.5;120;;;27.98;100.0;94.11;26.33
WO-202506-10061;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.6;48.9;1.817;0.0;0.0;0.0;3.614;13.4;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;49;2896;275.12;3;224;21.28;1;1;1;1;48.9;1.8;30;;;71.14;46.63;87.5;29.03
WO-202506-10062;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;2.7;42.0;0.716;0.0;2.282;0.0;1.186;83.4;MEHMET DEMİR;OPR-1002;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;40;5936;148.4;3;514;12.85;1;1;1;1;42.0;0.7;90;;Anlık Arıza (Standart Extruder Hattı Zeta - Orta Risk);22.27;99.53;89.76;19.9
WO-202506-10063;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;4.4;50.9;0.698;0.0;0.0;0.0;1.512;86.7;HASAN AYDIN;OPR-2003;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;53;7866;196.65;4;684;17.1;1;1;1;1;50.9;0.7;90;;;24.07;100.0;89.18;21.46
WO-202506-10064;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;0.0;10.1;1.082;0.0;0.0;0.0;0.315;64.8;SÜLEYMAN KOÇ;OPR-2005;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;9;1224;30.6;0;126;3.15;1;1;1;1;10.1;1.1;80;;;18.23;80.19;88.09;12.88
WO-202506-10065;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;0.0;10.3;0.847;0.0;0.0;0.488;0.881;48.3;HÜSEYİN ÇELİK;OPR-1004;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;9;2556;38.34;0;144;2.16;1;1;1;1;10.3;0.8;45;;;18.6;100.0;93.57;17.4
WO-202506-10066;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;4.3;49.3;1.0;0.0;0.0;0.0;3.534;41.5;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;44;8789;131.84;5;1011;15.16;1;1;1;1;49.3;1.0;45;;;54.61;92.75;88.33;44.75
WO-202506-10067;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;0.9;7.9;1.877;0.0;0.0;0.0;0.477;18.7;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;9;536;50.92;1;64;6.08;1;1;1;1;7.9;1.9;30;;;26.06;64.93;86.94;14.71
WO-202506-10068;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;3.4;33.3;0.977;0.0;0.0;0.0;3.896;39.5;SÜLEYMAN KOÇ;OPR-2005;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;37;9234;138.51;3;766;11.49;1;1;1;1;33.3;1.0;45;;;56.49;92.47;91.83;47.97
WO-202506-10069;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;3.9;31.7;0.936;0.0;0.0;0.0;1.432;42.3;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;37;3636;54.54;4;464;6.96;1;1;1;1;31.7;0.9;40;;;32.06;100.0;84.76;27.17
WO-202506-10070;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;4.9;48.5;0.96;0.0;0.0;0.0;4.46;45.6;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;49;12196;182.94;5;1304;19.56;1;1;1;1;48.5;1.0;50;;;74.01;96.68;90.67;64.87
WO-202506-10071;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;2.2;46.5;0.954;0.0;0.0;0.0;22.198;24.1;ALİ KAYA;OPR-1005;2025;6;LSZH;KBL-702;Fiber Optik MM 24C Data Center;9;FO-SM-9;Fiber Optik Single Mode;41;32161;482.41;2;2239;33.59;1;1;1;1;46.5;1.0;45;;;100.0;53.06;91.36;48.48
WO-202506-10072;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.8;23.9;0.845;0.0;0.0;0.0;0.741;83.2;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;25;3699;92.48;2;351;8.78;1;1;1;1;23.9;0.8;90;;;17.99;94.1;89.85;15.21
WO-202506-10073;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;2.7;35.9;0.916;0.0;0.0;0.0;1.486;101.8;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;37;9078;181.56;3;922;18.44;1;1;1;1;35.9;0.9;110;;;29.66;91.66;91.31;24.82
WO-202506-10074;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;1.9;50.3;2.002;0.0;0.0;0.0;2.984;16.2;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;49;2892;274.74;2;168;15.96;1;1;1;1;50.3;2.0;30;;;55.1;45.97;90.59;22.94
WO-202506-10075;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.8;51.1;0.568;0.0;0.0;0.0;0.586;127.9;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;45;4496;35.97;2;204;1.63;1;1;1;1;51.1;0.6;120;;;13.69;100.0;96.47;13.21
WO-202506-10076;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;3.1;40.2;1.074;0.0;0.0;0.0;2.834;36.7;MUSTAFA ŞAHİN;OPR-1003;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;42;6232;93.48;3;518;7.77;1;1;1;1;40.2;1.1;50;;;44.91;65.76;89.99;26.57
WO-202506-10077;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;3.4;45.1;0.586;0.0;0.0;0.0;2.356;35.2;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;50;4981;74.72;3;319;4.79;1;1;1;1;45.1;0.6;45;;;36.74;78.32;93.37;26.87
WO-202506-10078;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;3.7;36.7;0.968;0.0;1.333;0.0;1.54;24.5;MEHMET DEMİR;OPR-1002;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;38;2261;33.91;4;259;3.88;1;1;1;1;36.7;1.0;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);27.3;61.21;85.32;14.26
WO-202506-10079;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;1.7;40.2;0.509;0.0;0.0;0.0;0.741;98.5;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;44;4379;35.03;2;221;1.77;1;1;1;1;40.2;0.5;120;;;15.88;88.99;95.25;13.46
WO-202506-10080;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.1;33.2;0.51;0.0;0.0;0.0;1.499;103.2;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;38;9283;74.26;2;717;5.74;1;1;1;1;33.2;0.5;130;;;23.45;82.78;89.11;17.29
WO-202506-10081;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;1.9;45.2;0.697;0.0;0.0;0.0;1.582;90.9;MUSTAFA ŞAHİN;OPR-1003;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;44;8632;69.06;2;568;4.54;1;1;1;1;45.2;0.7;120;;;29.91;77.57;90.1;20.91
WO-202506-10082;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;2.9;26.5;0.61;0.0;0.0;0.339;0.397;105.0;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;25;2499;19.99;3;301;2.41;1;1;1;1;26.5;0.6;130;;;11.42;71.1;85.47;6.94
WO-202506-10083;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;1.1;25.0;0.583;0.0;0.0;0.0;0.514;137.8;İSMAİL ÖZDEMİR;OPR-2001;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;29;4247;33.98;1;253;2.02;1;1;1;1;25.0;0.6;130;;;12.41;100.0;95.04;11.79
WO-202506-10084;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;3.0;26.1;0.76;0.0;0.0;0.379;0.901;63.5;SÜLEYMAN KOÇ;OPR-2005;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;23;3432;85.8;3;468;11.7;1;1;1;1;26.1;0.8;80;;;19.19;85.8;88.41;14.55
WO-202506-10085;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.9;19.7;0.429;0.0;0.0;0.0;0.47;133.4;AHMET YILMAZ;OPR-1001;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;19;3765;30.12;1;235;1.88;1;1;1;1;19.7;0.4;130;;;10.45;100.0;93.84;9.81
WO-202506-10086;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;0.0;8.4;0.75;0.0;2.829;0.0;0.285;64.8;ALİ KAYA;OPR-1005;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;8;1108;27.7;0;92;2.3;1;1;1;1;8.4;0.7;80;;Anlık Arıza (Standart Extruder Hattı Beta - Orta Risk);12.86;74.36;90.47;8.65
WO-202506-10087;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;DOLGU KAPLAMA;1.1;39.6;0.624;0.0;0.0;0.0;1.267;121.1;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;CU-ETP;Elektrolitik Bakır;37;9200;73.6;1;300;2.4;1;1;1;1;39.6;0.6;120;;;21.19;99.42;97.43;20.52
WO-202506-10088;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;4.6;48.4;1.87;0.0;0.0;0.0;3.657;12.0;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;44;2633;250.13;4;247;23.46;1;1;1;1;48.4;1.9;30;;;69.67;36.58;86.41;22.02
WO-202506-10089;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;0.0;6.9;1.038;0.0;2.842;0.0;0.393;47.1;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;8;1111;16.66;0;89;1.33;1;1;1;1;6.9;1.0;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);17.52;100.0;89.83;15.74
WO-202506-10090;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;1.0;24.2;0.45;0.0;0.0;0.0;1.02;82.7;OSMAN YILDIZ;OPR-2002;2025;6;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;26;5059;40.47;1;341;2.73;1;1;1;1;24.2;0.4;120;;;16.8;65.12;92.64;10.14
WO-202506-10091;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;3.4;32.9;1.905;0.0;0.0;0.0;2.166;15.0;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;33;1948;185.06;3;212;20.14;1;1;1;1;32.9;1.9;30;;;52.98;44.21;89.13;20.88
WO-202506-10092;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;3.1;59.9;1.079;0.0;0.0;0.0;5.861;29.7;HÜSEYİN ÇELİK;OPR-1004;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;53;10434;156.51;3;766;11.49;1;1;1;1;59.9;1.1;40;;;86.99;63.39;92.8;51.17
WO-202506-10093;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;3.0;49.3;0.308;0.0;0.0;0.0;0.862;133.3;İSMAİL ÖZDEMİR;OPR-2001;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;46;6894;55.15;3;456;3.65;1;1;1;1;49.3;0.3;130;;;15.8;96.03;91.09;13.82
WO-202506-10094;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;1.7;26.0;0.731;0.0;1.997;0.0;2.154;38.6;HÜSEYİN ÇELİK;OPR-1004;2025;6;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;25;4982;74.73;2;418;6.27;1;1;1;1;26.0;0.7;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);38.9;90.66;91.18;32.15
WO-202506-10095;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;3.2;23.5;1.756;0.0;1.829;0.0;1.315;20.2;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;27;1596;151.62;3;204;19.38;1;1;1;1;23.5;1.8;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);42.18;65.8;86.14;23.91
