İş Emri No;Operasyon Kodu;Tesis Kodu;Tesis Adı;Üretim Tarihi;Gün Adı;Hat Kodu;Hat Tanımı;Operasyon Tanımı;Fire Miktar (Bobin);Üretim Miktarı (Bobin);Setup Süresi (Saat);Bakım Duruşu (Saat);Arıza Duruşu (Saat);Plansız Duruş (Saat);Operasyon Süresi (Saat);Operasyon Hızı (m/dk);Operatör Adı Soyadı;Operatör Sicil No;Üretim Yılı;Üretim Ayı;İzolasyon Cinsi;Ürün Kodu;Ürün Açıklaması;Üretim Zorluk Derecesi;Malzeme Kodu;Malzeme Açıklaması;Kaliteli Bobin Adedi;Kaliteli Toplam Metraj;Kaliteli Toplam m²;Fire Bobin Adedi;Fire Toplam Metraj;Fire Toplam m²;Günlük İş Emri Sayısı;Parti Sayısı;Hat Başına İş Emri;Hat Günlük İş Emri;Ortalama Çekim Miktarı;Ortalama Setup Süresi (Saat);Hat Nominal Hızı (m/dk);Bakım Açıklaması;Arıza Açıklaması;Kullanım Oranı (%);Performans Oranı (%);Kalite Oranı (%);OEE Değeri (%)
WO-202506-10044;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;İZOLASYON EKSTRÜZYON;2.0;46.6;0.453;0.0;0.0;0.0;1.682;131.6;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;45;13279;106.23;2;821;6.57;1;1;1;1;46.6;0.5;120;;;25.1;97.34;95.5;23.33
WO-202506-10045;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;0.0;10.1;1.075;0.0;0.0;0.0;0.328;63.2;SÜLEYMAN KOÇ;OPR-2005;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;9;1245;31.12;0;105;2.62;1;1;1;1;10.1;1.1;80;;;17.26;80.49;90.04;12.51
WO-202506-10046;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;5.3;52.4;0.92;0.0;0.0;0.0;1.134;74.7;HASAN AYDIN;OPR-2003;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;51;5084;127.1;5;516;12.9;1;1;1;1;52.4;0.9;90;;;24.08;73.25;90.42;15.95
WO-202506-10047;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;5.4;37.6;0.964;0.0;0.0;0.0;1.131;83.7;MEHMET DEMİR;OPR-1002;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;38;5676;141.9;5;774;19.35;1;1;1;1;37.6;1.0;90;;;26.04;94.55;83.97;20.67
WO-202506-10048;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;0.0;9.8;0.55;0.0;0.0;0.0;0.25;138.8;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;AL-1350;Alüminyum Alaşım;11;2078;16.62;0;122;0.98;1;1;1;1;9.8;0.5;130;;;10.86;100.0;95.74;10.4
WO-202506-10049;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;DIŞ KILIF SIVAMA;2.2;44.2;0.337;0.0;0.0;0.0;1.849;124.3;MEHMET DEMİR;OPR-1002;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;46;13791;110.33;2;849;6.79;1;1;1;1;44.2;0.3;120;;;23.24;100.0;90.57;21.05
WO-202506-10050;OP-310;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;3.9;40.6;1.089;0.0;0.0;0.0;3.171;31.6;MUSTAFA ŞAHİN;OPR-1003;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;AL-1350;Alüminyum Alaşım;41;6017;90.25;4;733;10.99;1;1;1;1;40.6;1.1;50;;;62.26;68.14;89.26;37.87
WO-202506-10051;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DOLGU KAPLAMA;5.8;44.0;0.864;0.0;0.0;0.0;1.409;82.8;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;47;7002;175.05;6;948;23.7;1;1;1;1;44.0;0.9;90;;;30.93;88.96;81.9;22.53
WO-202506-10052;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.8;28.4;1.027;0.0;0.0;0.0;0.716;85.1;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;AL-1350;Alüminyum Alaşım;25;3653;91.33;2;397;9.93;1;1;1;1;28.4;1.0;90;;;20.97;96.24;90.54;18.27
WO-202506-10053;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;DOLGU KAPLAMA;3.6;48.6;0.773;0.0;0.0;0.0;4.026;51.0;MEHMET DEMİR;OPR-1002;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;50;12309;184.63;4;1191;17.86;1;1;1;1;48.6;0.8;50;;;61.11;100.0;92.69;56.65
WO-202506-10054;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;1.0;10.2;1.705;0.0;1.238;0.0;0.61;14.7;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;9;538;51.11;1;62;5.89;1;1;1;1;10.2;1.7;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);36.07;51.52;86.0;15.98
WO-202506-10055;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İZOLASYON EKSTRÜZYON;2.7;50.4;1.751;0.0;2.282;0.0;3.999;12.0;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;48;2879;273.5;3;181;17.2;1;1;1;1;50.4;1.8;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);94.97;43.69;89.4;37.09
WO-202506-10056;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;İLETKEN TEL ÇEKİM;0.0;10.6;0.895;0.0;0.0;0.0;0.402;43.4;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;11;1046;15.69;0;54;0.81;1;1;1;1;10.6;0.9;50;;;16.22;79.18;94.89;12.19
WO-202506-10057;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;6.7;55.0;1.147;0.0;0.0;0.0;1.786;28.2;ALİ KAYA;OPR-1005;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;51;3025;45.38;6;395;5.92;1;1;1;1;55.0;1.1;50;;;39.88;48.5;84.67;16.38
WO-202506-10058;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;2.2;52.3;0.387;0.0;0.0;0.0;2.667;101.8;MUSTAFA ŞAHİN;OPR-1003;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;54;16294;130.35;2;786;6.29;1;1;1;1;52.3;0.4;130;;;38.49;74.18;96.54;27.56
WO-202506-10059;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İZOLASYON EKSTRÜZYON;0.9;19.4;0.872;0.0;0.0;0.0;2.175;30.9;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;CU-ETP;Elektrolitik Bakır;21;4032;60.48;1;368;5.52;1;1;1;1;19.4;0.9;45;;;34.49;60.25;86.02;17.87
WO-202506-10060;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2001;Özel Üretim Extruder Hattı Epsilon;ÇELİK ZIRH SARMAL;2.0;50.6;0.956;0.0;0.0;0.0;32.628;27.2;ALİ KAYA;OPR-1005;2025;6;LSZH;KBL-701;Fiber Optik SM 12C Dış Tesisat;8;FO-SM-9;Fiber Optik Single Mode;54;53170;797.55;2;2830;42.45;1;1;1;1;50.6;1.0;50;;;100.0;47.86;91.05;43.57
WO-202506-10061;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;DIŞ KILIF SIVAMA;4.5;49.7;1.114;0.0;0.0;0.0;0.963;74.7;OSMAN YILDIZ;OPR-2002;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;44;4312;86.24;4;488;9.76;1;1;1;1;49.7;1.1;110;;;26.95;65.46;90.05;15.89
WO-202506-10062;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;1.9;35.3;0.536;0.0;0.0;0.0;1.363;97.7;MUSTAFA ŞAHİN;OPR-1003;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;40;7985;63.88;2;415;3.32;1;1;1;1;35.3;0.5;130;;;23.94;72.17;96.19;16.62
WO-202506-10063;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İZOLASYON EKSTRÜZYON;0.0;9.6;1.193;0.0;0.0;0.0;0.624;19.7;OSMAN YILDIZ;OPR-2002;2025;6;XLPE;KBL-302;YVV 3x35 mm² Ağır Sanayi;6;CU-ETP;Elektrolitik Bakır;10;737;11.05;0;63;0.94;1;1;1;1;9.6;1.2;40;;;20.89;44.33;87.82;8.13
WO-202506-10064;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2004;Kombine Extruder Hattı Theta;İLETKEN TEL ÇEKİM;3.5;33.2;0.904;0.0;0.0;0.0;1.519;97.9;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;36;8925;178.5;4;1075;21.5;1;1;1;1;33.2;0.9;110;;;30.21;83.56;88.54;22.35
WO-202506-10065;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;0.9;46.5;0.407;0.0;0.0;0.0;1.694;136.6;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;46;13884;111.07;1;451;3.61;1;1;1;1;46.5;0.4;130;;;26.56;92.37;93.88;23.04
WO-202506-10066;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;İLETKEN TEL ÇEKİM;0.0;13.6;0.991;0.0;0.0;0.0;1.738;32.7;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PE;KBL-801;CAT6 UTP 4P Data İletişim;3;CU-ETP;Elektrolitik Bakır;12;3410;51.15;0;250;3.75;1;1;1;1;13.6;1.0;40;;;35.49;69.89;94.19;23.36
WO-202506-10067;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;ÇELİK ZIRH SARMAL;4.8;37.7;0.992;0.0;0.0;0.0;3.327;43.2;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;44;8631;129.47;5;1169;17.54;1;1;1;1;37.7;1.0;45;;;62.4;100.0;81.68;50.97
WO-202506-10068;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;2.7;36.4;0.736;0.0;0.0;0.0;1.709;36.8;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;38;3777;56.66;3;323;4.84;1;1;1;1;36.4;0.7;40;;;27.58;94.98;91.28;23.91
WO-202506-10069;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;ÇELİK ZIRH SARMAL;2.6;62.0;1.016;0.0;0.0;0.488;1.634;81.7;HASAN AYDIN;OPR-2003;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;54;8008;200.2;3;542;13.55;1;1;1;1;62.0;1.0;90;;;29.48;98.98;90.98;26.54
WO-202506-10070;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1002;Standart Extruder Hattı Beta;DIŞ KILIF SIVAMA;1.1;23.9;0.994;0.0;0.0;0.0;0.873;72.2;MEHMET DEMİR;OPR-1002;2025;6;Halogen-Free;KBL-502;NHXMH 5x2.5 mm² Halogen-Free Endüstriyel;4;CU-ETP;Elektrolitik Bakır;26;3784;94.6;1;266;6.65;1;1;1;1;23.9;1.0;80;;;22.47;96.19;87.23;18.85
WO-202506-10071;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2002;Standart Extruder Hattı Zeta;İLETKEN TEL ÇEKİM;2.3;34.1;1.038;0.0;0.0;0.0;0.617;83.2;MEHMET DEMİR;OPR-1002;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;CU-ETP;Elektrolitik Bakır;31;3082;77.05;2;218;5.45;1;1;1;1;34.1;1.0;90;;;20.03;87.34;93.46;16.35
WO-202506-10072;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;5.8;55.5;0.858;0.0;0.0;0.0;4.378;20.2;OSMAN YILDIZ;OPR-2002;2025;6;Kauçuk;KBL-901;H07RN-F 5G6 mm² Kauçuk Endüstriyel;6;AL-1350;Alüminyum Alaşım;54;5310;79.65;6;690;10.35;1;1;1;1;55.5;0.9;40;;;75.36;54.83;84.78;35.03
WO-202506-10073;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1001;Mikro Extruder Hattı Alfa;ÇELİK ZIRH SARMAL;2.9;49.2;0.478;0.0;0.0;0.0;2.362;101.2;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;48;14340;114.72;3;960;7.68;1;1;1;1;49.2;0.5;120;;;33.53;75.81;96.11;24.43
WO-202506-10074;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;0.9;10.6;1.877;0.0;0.0;0.0;0.62;18.7;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;12;697;66.22;1;83;7.88;1;1;1;1;10.6;1.9;30;;;27.2;65.88;85.97;15.4
WO-202506-10075;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;03.06.2025;SALI;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.9;13.9;0.584;0.0;0.0;0.0;0.305;128.3;MEHMET DEMİR;OPR-1002;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;AL-1350;Alüminyum Alaşım;16;2346;18.77;1;204;1.63;1;1;1;1;13.9;0.6;130;;;9.43;100.0;93.43;8.81
WO-202506-10076;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;03.06.2025;SALI;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DIŞ KILIF SIVAMA;0.0;8.1;0.89;0.0;0.0;0.0;0.853;50.4;HÜSEYİN ÇELİK;OPR-1004;2025;6;PVC;KBL-601;LIHCH 2x0.75 mm² Sinyal Kontrol;1;CU-ETP;Elektrolitik Bakır;9;2579;38.68;0;121;1.81;1;1;1;1;8.1;0.9;45;;;20.29;100.0;95.8;19.44
WO-202506-10077;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;0.0;9.6;0.604;0.0;0.0;0.0;0.436;36.3;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;CU-ETP;Elektrolitik Bakır;10;949;14.23;0;51;0.77;1;1;1;1;9.6;0.6;40;;;14.49;85.41;91.16;11.28
WO-202506-10078;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2002;Standart Extruder Hattı Zeta;DIŞ KILIF SIVAMA;1.1;12.5;0.995;0.0;0.0;0.207;0.587;76.4;SÜLEYMAN KOÇ;OPR-2005;2025;6;PVC;KBL-201;NYY 4x6 mm² Yeraltı Enerji;3;AL-1350;Alüminyum Alaşım;14;2691;67.28;1;309;7.73;1;1;1;1;12.5;1.0;90;;;20.61;86.69;85.11;15.2
WO-202506-10079;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;2.1;25.4;0.492;0.0;0.0;0.466;1.053;78.7;OSMAN YILDIZ;OPR-2002;2025;6;Halogen-Free;KBL-501;NHXMH 3x1.5 mm² Halogen-Free Bina;2;CU-ETP;Elektrolitik Bakır;25;4972;39.78;2;428;3.42;1;1;1;1;25.4;0.5;120;;;17.68;65.92;88.06;10.27
WO-202506-10080;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;ÇELİK ZIRH SARMAL;1.8;27.9;0.464;0.0;0.0;0.0;0.401;107.1;MUSTAFA ŞAHİN;OPR-1003;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;AL-1350;Alüminyum Alaşım;26;2576;20.61;2;224;1.79;1;1;1;1;27.9;0.5;130;;;11.85;79.33;89.35;8.4
WO-202506-10081;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;İLETKEN TEL ÇEKİM;2.8;43.5;1.853;0.0;1.333;0.0;2.939;15.2;HÜSEYİN ÇELİK;OPR-1004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;CU-ETP;Elektrolitik Bakır;45;2677;254.31;3;203;19.29;1;1;1;1;43.5;1.9;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);61.08;51.26;86.13;26.96
WO-202506-10082;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;DOLGU KAPLAMA;3.8;39.0;1.09;0.0;0.0;0.0;1.579;23.7;MEHMET DEMİR;OPR-1002;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;38;2249;33.73;4;271;4.06;1;1;1;1;39.0;1.1;40;;;36.97;61.57;82.8;18.85
WO-202506-10083;OP-310;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1001;Mikro Extruder Hattı Alfa;İLETKEN TEL ÇEKİM;3.0;48.7;0.494;0.0;0.0;0.379;1.538;91.8;MUSTAFA ŞAHİN;OPR-1003;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;43;8474;67.79;3;726;5.81;1;1;1;1;48.7;0.5;120;;;24.72;84.15;93.02;19.35
WO-202506-10084;OP-340;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;İLETKEN TEL ÇEKİM;3.2;43.6;0.819;0.0;0.0;0.0;2.394;34.6;ALİ KAYA;OPR-1005;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;50;4969;74.53;3;331;4.96;1;1;1;1;43.6;0.8;45;;;37.77;81.34;88.13;27.07
WO-202506-10085;OP-320;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;0.9;16.6;0.585;0.0;0.0;0.0;0.528;142.8;AHMET YILMAZ;OPR-1001;2025;6;PVC;KBL-602;LIHCH 4x1.0 mm² Kontrol Kumanda;2;AL-1350;Alüminyum Alaşım;19;4524;36.19;1;476;3.81;1;1;1;1;16.6;0.6;130;;;12.88;100.0;84.16;10.84
WO-202506-10086;OP-350;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DIŞ KILIF SIVAMA;4.5;28.9;1.767;0.0;2.8;0.0;2.535;12.5;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;32;1901;180.59;4;259;24.61;1;1;1;1;28.9;1.8;30;;Anlık Arıza (Süper Ağır Hizmet Extruder Hattı Iota - Çok Yüksek Risk);85.62;42.17;85.07;30.72
WO-202506-10087;OP-330;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DOLGU KAPLAMA;0.9;30.0;0.332;0.0;0.0;0.0;0.53;133.1;İSMAİL ÖZDEMİR;OPR-2001;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;29;4235;33.88;1;265;2.12;1;1;1;1;30.0;0.3;130;;;10.08;100.0;95.29;9.6
WO-202506-10088;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1002;Standart Extruder Hattı Beta;ÇELİK ZIRH SARMAL;0.0;7.3;0.969;0.0;0.0;0.0;0.286;65.0;ALİ KAYA;OPR-1005;2025;6;XLPE;KBL-202;NYY 4x16 mm² Yeraltı Enerji;4;CU-ETP;Elektrolitik Bakır;8;1116;27.9;0;84;2.1;1;1;1;1;7.3;1.0;80;;;16.61;89.56;92.21;13.72
WO-202506-10089;OP-330;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2005;Süper Ağır Hizmet Extruder Hattı Iota;DOLGU KAPLAMA;1.8;25.7;1.793;0.0;0.0;0.162;1.589;17.1;İBRAHİM ÖZTÜRK;OPR-2004;2025;6;XLPE;KBL-401;YVV 4x50 mm² Çok Ağır Sanayi;7;AL-1350;Alüminyum Alaşım;28;1627;154.56;2;173;16.43;1;1;1;1;25.7;1.8;30;;;46.5;58.47;81.68;22.21
WO-202506-10090;OP-350;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1003;Ağır Hizmet Extruder Hattı Gamma;ÇELİK ZIRH SARMAL;2.1;51.5;0.834;0.0;1.667;0.0;4.927;35.9;HÜSEYİN ÇELİK;OPR-1004;2025;6;LSZH;KBL-802;CAT7 SFTP 4P Yüksek Performans;5;CU-ETP;Elektrolitik Bakır;54;10616;159.24;2;584;8.76;1;1;1;1;51.5;0.8;40;;Anlık Arıza (Ağır Hizmet Extruder Hattı Gamma - Yüksek Risk);92.2;98.6;89.88;81.71
WO-202506-10091;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;DIŞ KILIF SIVAMA;1.1;22.3;0.531;0.0;0.0;0.0;0.473;87.0;OSMAN YILDIZ;OPR-2002;2025;6;PVC;KBL-102;NYA 3x2.5 mm² Bina İçi Tesisat;2;CU-ETP;Elektrolitik Bakır;25;2469;19.75;1;131;1.05;1;1;1;1;22.3;0.5;130;;;11.62;74.02;95.48;8.21
WO-202506-10092;OP-320;KABLO-ANK;Ankara Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-2003;Ağır Hizmet Extruder Hattı Eta;DOLGU KAPLAMA;1.0;18.4;0.602;0.0;1.353;0.0;0.62;46.3;İSMAİL ÖZDEMİR;OPR-2001;2025;6;PVC;KBL-101;NYA 2x1.5 mm² Bina İçi Tesisat;1;AL-1350;Alüminyum Alaşım;18;1724;25.86;1;176;2.64;1;1;1;1;18.4;0.6;45;;Anlık Arıza (Ağır Hizmet Extruder Hattı Eta - Yüksek Risk);17.85;100.0;88.03;15.72
WO-202506-10093;OP-340;KABLO-IST;İstanbul Kablo Üretim Tesisi;04.06.2025;ÇARŞAMBA;XTR-1004;Yüksek Hızlı Extruder Hattı Delta;İLETKEN TEL ÇEKİM;0.9;48.9;0.606;0.0;0.0;0.0;0.896;132.2;İSMAİL ÖZDEMİR;OPR-2001;2025;6;Kauçuk;KBL-902;H07RN-F 3G2.5 mm² Kauçuk Seyyar;3;CU-ETP;Elektrolitik Bakır;48;7110;56.88;1;240;1.92;1;1;1;1;48.9;0.6;130;;;16.69;87.44;93.99;13.72
